Channel Frequency(Hz),Power Level(dBm),Channel BW(Hz),DataRate/MCS Index,Frame Format,DUT Configuration Time,IQ Spectrum Meas Time,SM Violation(%) ,SMM(dB),SMM(dB)(-33MHz  -  -30MHz) ,SMM(dB)(-30MHz  -  -20MHz) ,SMM(dB)(-20MHz  -  -11MHz) ,SMM(dB)(-11MHz  -  9MHz) ,SMM(dB)(-9MHz  -  9MHz) ,SMM(dB)(9MHz  -  11MHz) ,SMM(dB)(11MHz  -  20MHz) ,SMM(20MHz  -  30Hz) ,SMM(30MHz  -  33MHz) 
2412000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.021000,0.000000,0.000000,19.560000,19.900000,11.120000,10.780000,0.000000,11.290000,10.760000,19.570000,19.790000
2442000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,18.120000,19.470000,10.100000,9.400000,0.000000,10.670000,9.360000,18.980000,19.350000
2472000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.023000,0.000000,0.000000,18.270000,18.700000,9.380000,10.040000,0.000000,11.070000,9.560000,20.410000,18.730000
5180000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.021000,0.000000,0.000000,12.340000,9.070000,4.860000,7.920000,0.000000,9.550000,4.470000,7.790000,12.270000
5500000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,1.040000,-0.640000,6.150000,1.840000,-0.640000,2.560000,0.000000,7.830000,0.930000,2.440000,8.030000
5700000000.000000,0.000000,20000000.000000,18Mbps,OFDM,0.082000,0.020000,1.590000,-1.830000,7.210000,1.820000,-0.650000,5.210000,0.000000,4.470000,-1.830000,-0.010000,8.530000
2412000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,19.690000,20.690000,9.740000,9.420000,0.000000,9.810000,9.110000,20.630000,19.560000
2442000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.022000,0.000000,0.000000,19.970000,20.740000,12.030000,12.300000,0.000000,11.730000,11.190000,19.790000,20.350000
2472000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.021000,0.000000,0.000000,18.440000,19.970000,10.740000,10.520000,0.000000,11.150000,10.830000,20.100000,19.010000
5180000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,0.000000,0.000000,12.960000,8.030000,4.500000,8.200000,0.000000,9.420000,4.430000,6.400000,11.740000
5500000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.022000,0.120000,-0.300000,8.580000,4.870000,-0.300000,3.840000,0.000000,9.470000,2.980000,3.380000,10.400000
5700000000.000000,0.000000,20000000.000000,54Mbps,OFDM,0.082000,0.020000,1.520000,-1.580000,8.130000,1.800000,-1.580000,4.180000,0.000000,6.280000,-1.540000,1.470000,8.010000
